,p1_code,p1_guess,p1_correct,p1_chose_x1,p1_chose_x2,p1_chose_x3,p1__chose_x4,p1_chose_x5,p1_revealed,round_number_modif,p1_number_variables,group.id_in_subsession,p1_x1,p1_x2,p1_x3,p1_x4,p1_x5,p1_y,session.code,p2_code,p2_guess,p2_correct,p2_chose_x1,p2_chose_x2,p2_chose_x3,p2_chose_x4,p2_chose_x5,p2_revealed,p2_number_variables,p2_x1,p2_x2,p2_x3,p2_x4,p2_x5,p2_y,polarized,p1_prediction,p2_prediction,predicted_polarization
83,thcxnun5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,48,5.0,3,1.0,-12.0,10.0,-4.0,98.0,1.0,1jia4yj2,df1mz2c9,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-13.0,4.0,-11.0,100.0,0.0,0.0,1,0,1.0
84,h1ybzcse,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,49,5.0,1,0.0,-10.0,6.0,-7.0,106.0,0.0,1jia4yj2,ezx9jjc8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-11.0,8.0,-1.0,100.0,1.0,1.0,1,1,0.0
85,wqoj34fk,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,49,4.0,2,0.0,-8.0,3.0,-2.0,100.0,1.0,1jia4yj2,ckomyy0d,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-8.0,3.0,-2.0,100.0,1.0,0.0,1,1,0.0
86,thcxnun5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,49,3.0,3,0.0,-9.0,6.0,0.0,96.0,1.0,1jia4yj2,df1mz2c9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,0.0,-9.0,0.0,-5.0,95.0,0.0,1.0,1,0,1.0
87,h1ybzcse,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,50,5.0,1,0.0,-12.0,4.0,-8.0,97.0,0.0,1jia4yj2,ezx9jjc8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-8.0,4.0,-2.0,99.0,1.0,0.0,0,1,1.0
88,wqoj34fk,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,50,3.0,2,-1.0,-8.0,7.0,-3.0,97.0,1.0,1jia4yj2,ckomyy0d,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,-1.0,-8.0,7.0,-3.0,97.0,1.0,1.0,1,1,0.0
89,thcxnun5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,50,2.0,3,-1.0,-7.0,6.0,-2.0,102.0,1.0,1jia4yj2,df1mz2c9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,0.0,-9.0,1.0,-6.0,98.0,0.0,1.0,1,0,1.0
90,h1ybzcse,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,51,4.0,1,0.0,-7.0,6.0,0.0,106.0,1.0,1jia4yj2,ezx9jjc8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,4.0,-1.0,-12.0,2.0,-3.0,96.0,0.0,1.0,1,0,1.0
91,wqoj34fk,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,51,4.0,2,0.0,-13.0,5.0,-5.0,105.0,0.0,1jia4yj2,ckomyy0d,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-13.0,5.0,-5.0,105.0,0.0,0.0,0,0,0.0
92,thcxnun5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,51,5.0,3,0.0,-11.0,6.0,-15.0,93.0,0.0,1jia4yj2,df1mz2c9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-7.0,8.0,0.0,96.0,1.0,0.0,0,1,1.0
93,h1ybzcse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,52,5.0,1,1.0,-11.0,6.0,0.0,99.0,1.0,1jia4yj2,ezx9jjc8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-7.0,3.0,-1.0,102.0,1.0,0.0,1,1,0.0
94,wqoj34fk,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,52,4.0,2,0.0,-11.0,5.0,-6.0,106.0,0.0,1jia4yj2,ckomyy0d,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-11.0,5.0,-6.0,106.0,0.0,0.0,0,0,0.0
95,thcxnun5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,52,5.0,3,-1.0,-14.0,2.0,-9.0,94.0,0.0,1jia4yj2,df1mz2c9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-6.0,7.0,-1.0,97.0,1.0,1.0,0,1,1.0
96,h1ybzcse,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,53,4.0,1,0.0,-9.0,2.0,-6.0,105.0,0.0,1jia4yj2,ezx9jjc8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-10.0,10.0,0.0,100.0,1.0,1.0,0,1,1.0
97,wqoj34fk,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,53,2.0,2,0.0,-9.0,6.0,-6.0,94.0,1.0,1jia4yj2,ckomyy0d,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-9.0,6.0,-6.0,94.0,1.0,0.0,1,1,0.0
98,thcxnun5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,53,5.0,3,0.0,-9.0,8.0,0.0,101.0,1.0,1jia4yj2,df1mz2c9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-9.0,12.0,0.0,95.0,1.0,0.0,1,1,0.0
99,h1ybzcse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,54,1.0,1,-2.0,-12.0,4.0,-4.0,102.0,0.0,1jia4yj2,ezx9jjc8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-9.0,4.0,-7.0,98.0,1.0,1.0,1,0,1.0
100,wqoj34fk,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,54,3.0,2,0.0,-15.0,4.0,-15.0,102.0,0.0,1jia4yj2,ckomyy0d,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,5.0,0.0,-15.0,4.0,-15.0,102.0,0.0,0.0,0,0,0.0
101,thcxnun5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,54,5.0,3,-1.0,-10.0,4.0,-7.0,99.0,0.0,1jia4yj2,df1mz2c9,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,0.0,-7.0,8.0,-4.0,94.0,1.0,1.0,0,1,1.0
102,h1ybzcse,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,55,4.0,1,-1.0,-12.0,3.0,-8.0,96.0,0.0,1jia4yj2,ezx9jjc8,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,-1.0,-7.0,3.0,-8.0,94.0,0.0,0.0,0,0,0.0
103,wqoj34fk,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,55,5.0,2,0.0,-8.0,0.0,-3.0,92.0,0.0,1jia4yj2,ckomyy0d,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-8.0,0.0,-3.0,92.0,0.0,0.0,0,1,1.0
104,thcxnun5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,55,1.0,3,0.0,-10.0,8.0,-10.0,105.0,0.0,1jia4yj2,df1mz2c9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,0.0,-9.0,3.0,0.0,100.0,0.0,1.0,1,0,1.0
105,h1ybzcse,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,56,4.0,1,0.0,-9.0,6.0,-5.0,99.0,1.0,1jia4yj2,ezx9jjc8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-10.0,4.0,-7.0,97.0,0.0,0.0,1,1,0.0
106,wqoj34fk,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,56,1.0,2,0.0,-7.0,7.0,-8.0,94.0,1.0,1jia4yj2,ckomyy0d,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-7.0,7.0,-8.0,94.0,1.0,1.0,1,1,0.0
107,thcxnun5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,56,1.0,3,1.0,-6.0,7.0,-1.0,96.0,1.0,1jia4yj2,df1mz2c9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,-10.0,-3.0,-8.0,95.0,0.0,0.0,1,0,1.0
108,h1ybzcse,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,57,4.0,1,0.0,-11.0,8.0,-2.0,106.0,1.0,1jia4yj2,ezx9jjc8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-7.0,9.0,-2.0,105.0,1.0,0.0,1,1,0.0
109,wqoj34fk,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,57,3.0,2,0.0,-9.0,6.0,-8.0,101.0,1.0,1jia4yj2,ckomyy0d,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-9.0,6.0,-8.0,101.0,1.0,1.0,1,0,1.0
110,thcxnun5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,57,1.0,3,0.0,-10.0,8.0,-7.0,95.0,0.0,1jia4yj2,df1mz2c9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-10.0,7.0,1.0,101.0,1.0,0.0,0,1,1.0
111,h1ybzcse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,58,5.0,1,0.0,-9.0,11.0,-8.0,89.0,1.0,1jia4yj2,ezx9jjc8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,2.0,-6.0,9.0,-8.0,107.0,1.0,0.0,1,1,0.0
112,wqoj34fk,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,58,4.0,2,0.0,-13.0,9.0,-7.0,100.0,0.0,1jia4yj2,ckomyy0d,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-13.0,9.0,-7.0,100.0,0.0,0.0,0,0,0.0
113,thcxnun5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,58,4.0,3,-1.0,-11.0,10.0,-8.0,103.0,0.0,1jia4yj2,df1mz2c9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-11.0,2.0,-1.0,104.0,0.0,0.0,0,0,0.0
114,h1ybzcse,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,59,1.0,1,0.0,-9.0,0.0,-1.0,100.0,0.0,1jia4yj2,ezx9jjc8,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-10.0,2.0,-7.0,110.0,0.0,1.0,1,0,1.0
115,wqoj34fk,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,59,4.0,2,0.0,-9.0,5.0,-8.0,99.0,0.0,1jia4yj2,ckomyy0d,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,5.0,0.0,-9.0,5.0,-8.0,99.0,0.0,0.0,0,0,0.0
116,thcxnun5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,59,5.0,3,1.0,-11.0,6.0,-5.0,100.0,1.0,1jia4yj2,df1mz2c9,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-13.0,6.0,-1.0,93.0,0.0,1.0,1,0,1.0
117,h1ybzcse,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,60,2.0,1,0.0,-9.0,2.0,-2.0,107.0,1.0,1jia4yj2,ezx9jjc8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,5.0,1.0,-11.0,5.0,-3.0,106.0,1.0,0.0,1,1,0.0
118,wqoj34fk,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,60,5.0,2,0.0,-11.0,5.0,-14.0,101.0,0.0,1jia4yj2,ckomyy0d,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,4.0,0.0,-11.0,5.0,-14.0,101.0,0.0,1.0,0,0,0.0
119,thcxnun5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,60,2.0,3,0.0,-12.0,1.0,-10.0,106.0,0.0,1jia4yj2,df1mz2c9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,-11.0,2.0,-4.0,99.0,0.0,1.0,0,0,0.0
120,92yk5xn6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,21,2.0,1,-1.0,-7.0,0.0,-2.0,92.0,0.0,shkslx1s,qko8teup,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,-1.0,-7.0,0.0,-2.0,92.0,0.0,0.0,1,0,1.0
121,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,21,4.0,2,0.0,-11.0,5.0,-2.0,102.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,2.0,0.0,-10.0,3.0,0.0,107.0,1.0,1.0,1,1,0.0
122,hynxkf5s,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,21,2.0,3,1.0,-6.0,8.0,0.0,102.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-6.0,8.0,0.0,102.0,1.0,0.0,1,1,0.0
123,92yk5xn6,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,22,5.0,1,0.0,-11.0,4.0,-2.0,91.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-11.0,4.0,-2.0,91.0,1.0,0.0,0,1,1.0
124,26pwwhw0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,22,2.0,2,0.0,-7.0,5.0,3.0,98.0,1.0,shkslx1s,heeiiyeh,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,4.0,1.0,-7.0,3.0,-7.0,103.0,1.0,0.0,1,0,1.0
125,hynxkf5s,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,22,1.0,3,0.0,-9.0,5.0,-2.0,92.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4.0,0.0,-9.0,5.0,-2.0,92.0,1.0,0.0,1,1,0.0
126,92yk5xn6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,23,3.0,1,1.0,-13.0,5.0,-3.0,98.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,-13.0,5.0,-3.0,98.0,1.0,0.0,1,0,1.0
127,26pwwhw0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,23,3.0,2,0.0,-10.0,5.0,-3.0,107.0,1.0,shkslx1s,heeiiyeh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-10.0,4.0,-3.0,99.0,1.0,1.0,1,1,0.0
128,hynxkf5s,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,23,2.0,3,-1.0,-11.0,6.0,-3.0,97.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,-1.0,-11.0,6.0,-3.0,97.0,0.0,0.0,0,0,0.0
129,92yk5xn6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,24,1.0,1,1.0,-10.0,1.0,0.0,99.0,1.0,shkslx1s,qko8teup,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-10.0,1.0,0.0,99.0,1.0,0.0,1,1,0.0
130,26pwwhw0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,24,1.0,2,0.0,-11.0,1.0,2.0,105.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,4.0,-1.0,-8.0,6.0,-8.0,99.0,0.0,0.0,0,0,0.0
131,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,24,1.0,3,0.0,-11.0,0.0,0.0,104.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4.0,0.0,-11.0,0.0,0.0,104.0,0.0,0.0,0,1,1.0
132,92yk5xn6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,25,5.0,1,0.0,-10.0,6.0,-1.0,102.0,1.0,shkslx1s,qko8teup,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,3.0,0.0,-10.0,6.0,-1.0,102.0,1.0,0.0,1,1,0.0
133,26pwwhw0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,25,2.0,2,-2.0,-13.0,2.0,-3.0,98.0,0.0,shkslx1s,heeiiyeh,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,4.0,0.0,-10.0,3.0,-4.0,100.0,0.0,1.0,0,0,0.0
134,hynxkf5s,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,25,5.0,3,0.0,-11.0,2.0,0.0,99.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,-11.0,2.0,0.0,99.0,0.0,0.0,0,0,0.0
135,92yk5xn6,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3,26,3.0,1,0.0,-11.0,3.0,-2.0,98.0,0.0,shkslx1s,qko8teup,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-11.0,3.0,-2.0,98.0,0.0,1.0,1,0,1.0
136,26pwwhw0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,26,1.0,2,0.0,-6.0,12.0,-4.0,97.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,4.0,-1.0,-4.0,1.0,-7.0,101.0,0.0,1.0,1,0,1.0
137,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,26,1.0,3,-1.0,-13.0,8.0,-3.0,97.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3.0,-1.0,-13.0,8.0,-3.0,97.0,0.0,0.0,0,0,0.0
138,92yk5xn6,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,27,5.0,1,-1.0,-7.0,2.0,-10.0,96.0,0.0,shkslx1s,qko8teup,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,-1.0,-7.0,2.0,-10.0,96.0,0.0,0.0,0,1,1.0
139,26pwwhw0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,27,4.0,2,0.0,-9.0,4.0,-3.0,99.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,5.0,0.0,-10.0,5.0,-4.0,102.0,0.0,1.0,1,1,0.0
140,hynxkf5s,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,27,2.0,3,1.0,-7.0,3.0,0.0,94.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4.0,1.0,-7.0,3.0,0.0,94.0,1.0,0.0,1,1,0.0
141,92yk5xn6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,28,1.0,1,-1.0,-9.0,3.0,-9.0,108.0,0.0,shkslx1s,qko8teup,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,-1.0,-9.0,3.0,-9.0,108.0,0.0,1.0,0,0,0.0
142,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,28,4.0,2,0.0,-10.0,0.0,-8.0,98.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,5.0,0.0,-11.0,10.0,2.0,99.0,1.0,1.0,0,1,1.0
143,hynxkf5s,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,28,4.0,3,0.0,-6.0,12.0,-2.0,103.0,1.0,shkslx1s,jmbhb6nn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,-6.0,12.0,-2.0,103.0,1.0,1.0,1,1,0.0
144,92yk5xn6,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,29,3.0,1,0.0,-6.0,3.0,-7.0,98.0,0.0,shkslx1s,qko8teup,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-6.0,3.0,-7.0,98.0,0.0,1.0,0,1,1.0
145,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,29,4.0,2,0.0,-10.0,1.0,-4.0,97.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,-11.0,7.0,-5.0,100.0,0.0,0.0,0,1,1.0
146,hynxkf5s,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,29,5.0,3,0.0,-10.0,1.0,-5.0,95.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,-10.0,1.0,-5.0,95.0,0.0,1.0,0,1,1.0
147,92yk5xn6,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,30,3.0,1,0.0,-10.0,2.0,-6.0,104.0,0.0,shkslx1s,qko8teup,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-10.0,2.0,-6.0,104.0,0.0,0.0,0,0,0.0
148,26pwwhw0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,30,4.0,2,2.0,-6.0,1.0,-10.0,99.0,1.0,shkslx1s,heeiiyeh,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,-13.0,10.0,-1.0,104.0,1.0,1.0,1,1,0.0
149,hynxkf5s,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,30,2.0,3,0.0,-10.0,8.0,-2.0,104.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,8.0,-2.0,104.0,1.0,1.0,1,1,0.0
150,92yk5xn6,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,31,3.0,1,1.0,-9.0,7.0,1.0,100.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,1.0,-9.0,7.0,1.0,100.0,1.0,1.0,1,1,0.0
151,26pwwhw0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,31,1.0,2,2.0,-8.0,2.0,-5.0,107.0,1.0,shkslx1s,heeiiyeh,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,-9.0,3.0,-11.0,103.0,0.0,1.0,0,0,0.0
152,hynxkf5s,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,31,2.0,3,0.0,-10.0,-3.0,0.0,98.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,-10.0,-3.0,0.0,98.0,0.0,1.0,0,1,1.0
153,92yk5xn6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,32,2.0,1,0.0,-12.0,8.0,0.0,96.0,1.0,shkslx1s,qko8teup,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-12.0,8.0,0.0,96.0,1.0,1.0,1,0,1.0
154,26pwwhw0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,32,2.0,2,0.0,-10.0,0.0,-9.0,93.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-12.0,9.0,0.0,98.0,1.0,1.0,0,1,1.0
155,hynxkf5s,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,32,5.0,3,0.0,-7.0,0.0,-3.0,96.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,-7.0,0.0,-3.0,96.0,0.0,0.0,1,1,0.0
156,92yk5xn6,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3,33,4.0,1,0.0,-13.0,8.0,-2.0,105.0,0.0,shkslx1s,qko8teup,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,0.0,-13.0,8.0,-2.0,105.0,0.0,0.0,0,1,1.0
157,26pwwhw0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,33,2.0,2,0.0,-7.0,2.0,-5.0,93.0,1.0,shkslx1s,heeiiyeh,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,3.0,0.0,-9.0,6.0,-11.0,102.0,0.0,1.0,0,1,1.0
158,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,33,1.0,3,0.0,-15.0,7.0,-8.0,93.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-15.0,7.0,-8.0,93.0,0.0,1.0,0,0,0.0
159,92yk5xn6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,34,2.0,1,0.0,-7.0,9.0,-6.0,100.0,1.0,shkslx1s,qko8teup,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2.0,0.0,-7.0,9.0,-6.0,100.0,1.0,0.0,0,0,0.0
160,26pwwhw0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,34,5.0,2,0.0,-9.0,7.0,-3.0,103.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,4.0,-6.0,102.0,0.0,0.0,1,0,1.0
161,hynxkf5s,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,34,5.0,3,-1.0,-9.0,4.0,-4.0,96.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4.0,-1.0,-9.0,4.0,-4.0,96.0,0.0,0.0,0,0,0.0
162,92yk5xn6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,35,4.0,1,0.0,-9.0,1.0,-2.0,99.0,1.0,shkslx1s,qko8teup,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-9.0,1.0,-2.0,99.0,1.0,1.0,1,1,0.0
163,26pwwhw0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,35,2.0,2,1.0,-12.0,5.0,-13.0,101.0,0.0,shkslx1s,heeiiyeh,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-9.0,5.0,-1.0,92.0,1.0,1.0,0,1,1.0
164,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,35,1.0,3,0.0,-10.0,0.0,-4.0,97.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-10.0,0.0,-4.0,97.0,0.0,0.0,1,1,0.0
165,92yk5xn6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,36,2.0,1,0.0,-10.0,6.0,-4.0,103.0,1.0,shkslx1s,qko8teup,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-10.0,6.0,-4.0,103.0,1.0,0.0,1,1,0.0
166,26pwwhw0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,36,1.0,2,0.0,-9.0,0.0,1.0,107.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-10.0,4.0,-9.0,104.0,0.0,0.0,0,1,1.0
167,hynxkf5s,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,36,2.0,3,1.0,-10.0,10.0,-9.0,92.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4.0,1.0,-10.0,10.0,-9.0,92.0,1.0,0.0,1,1,0.0
