participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.x1,player.x2,player.x3,player.x4,player.x5,player.y,player.chose_x1,player.chose_x2,player.chose_x3,player.chose_x4,player.chose_x5,player.number_variables,player.guess,player.correct,group.id_in_subsession,group.x1,group.x2,group.x3,group.x4,group.x5,group.y,group.polarized,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,0,-9,8,-12,102,1,1,1,1,1,1,5,0,0,1,0,-6,-1,-3,105,1,,19,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,0.0,2,-11,6,-10,105,1,1,1,1,1,0,4,0,0,2,2,-11,6,-10,105,1,,19,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,0.0,2,-11,6,-10,105,1,0,0,0,1,0,2,0,0,2,2,-11,6,-10,105,1,,19,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,1,-7,8,-1,93,1,0,1,1,1,1,4,1,1,3,1,-7,8,-1,93,1,,19,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,0.0,0,-12,4,-5,97,0,0,1,1,0,0,2,1,0,3,1,-7,8,-1,93,1,,19,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,0.0,0,-9,0,-7,95,0,0,1,1,1,0,3,1,0,1,0,-9,0,-7,95,0,,20,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,0,-10,8,3,100,1,0,0,0,0,1,1,0,0,1,0,-9,0,-7,95,0,,20,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-9,4,-5,97,1,0,1,0,1,0,2,1,1,2,0,-9,4,-5,97,1,,20,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-9,4,-5,97,1,0,0,0,1,0,2,1,1,2,0,-9,4,-5,97,1,,20,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-8,4,-7,99,0,0,1,1,1,0,3,1,0,3,0,-8,4,-7,99,0,,20,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-7,8,-4,86,1,1,1,1,1,0,4,1,1,3,0,-8,4,-7,99,0,,20,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,-1,-10,6,-8,90,0,0,0,1,1,0,2,0,1,1,-1,-10,6,-8,90,0,,21,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-9,6,-6,90,1,1,0,0,0,1,2,1,1,1,-1,-10,6,-8,90,0,,21,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-6,6,-4,101,1,0,1,0,1,0,2,1,1,2,0,-6,6,-4,101,1,,21,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-6,6,-4,101,1,0,0,0,1,0,4,1,1,2,0,-6,6,-4,101,1,,21,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-7,9,-2,88,1,0,1,0,1,1,3,0,0,3,0,-7,9,-2,88,1,,21,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-9,6,-10,95,1,1,1,1,0,0,3,1,1,3,0,-7,9,-2,88,1,,21,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-9,0,-4,101,0,1,1,1,1,0,4,0,1,1,0,-9,0,-4,101,0,,22,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-8,7,-4,106,1,1,0,1,0,1,5,1,1,1,0,-9,0,-4,101,0,,22,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-9,6,1,104,1,1,1,1,1,1,5,1,1,2,0,-9,6,1,104,1,,22,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-9,6,1,104,1,0,0,0,1,0,5,1,1,2,0,-9,6,1,104,1,,22,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,-1,-11,0,-4,95,0,0,0,0,1,0,1,1,0,3,-1,-11,0,-4,95,0,,22,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-9,6,-8,99,1,1,1,1,0,1,4,1,1,3,-1,-11,0,-4,95,0,,22,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,0.0,0,-11,3,-5,105,0,0,1,1,1,0,3,1,0,1,0,-11,3,-5,105,0,,23,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-9,4,-13,103,0,1,1,0,0,1,3,0,1,1,0,-11,3,-5,105,0,,23,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-6,6,-11,107,1,1,1,1,1,0,4,1,1,2,0,-6,6,-11,107,1,,23,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,0.0,0,-6,6,-11,107,1,0,0,0,1,0,3,0,0,2,0,-6,6,-11,107,1,,23,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,1,-12,5,-7,97,0,1,1,0,1,1,4,1,0,3,1,-12,5,-7,97,0,,23,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,0.0,0,-10,4,0,99,1,0,1,1,0,0,2,0,0,3,1,-12,5,-7,97,0,,23,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-10,2,-8,99,0,0,1,1,1,1,4,0,1,1,0,-10,2,-8,99,0,,24,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,-1,-9,7,-3,104,1,1,1,1,1,1,5,1,1,1,0,-10,2,-8,99,0,,24,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-8,4,-8,98,0,1,1,1,1,1,5,0,1,2,0,-8,4,-8,98,0,,24,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-8,4,-8,98,0,0,0,0,1,0,4,0,1,2,0,-8,4,-8,98,0,,24,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-12,3,-6,100,0,0,0,0,1,1,2,1,0,3,0,-12,3,-6,100,0,,24,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,0.0,0,-10,3,-2,105,1,0,0,1,0,0,1,0,0,3,0,-12,3,-6,100,0,,24,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,1,-9,3,-5,100,1,1,1,1,1,1,5,1,1,1,1,-9,3,-5,100,1,,25,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,1,-10,8,-1,100,1,1,1,1,1,1,5,1,1,1,1,-9,3,-5,100,1,,25,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,-1,-11,8,-3,103,0,1,1,1,1,0,4,0,1,2,-1,-11,8,-3,103,0,,25,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,-1,-11,8,-3,103,0,1,1,1,1,0,4,0,1,2,-1,-11,8,-3,103,0,,25,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-9,6,6,100,1,0,0,1,1,1,3,0,0,3,0,-9,6,6,100,1,,25,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,0.0,0,-11,4,-5,89,0,1,1,1,0,0,3,1,0,3,0,-9,6,6,100,1,,25,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,1,-11,8,-1,102,1,0,1,1,1,0,3,1,1,1,1,-11,8,-1,102,1,,26,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,0,-12,9,-1,95,1,1,0,0,0,1,2,0,0,1,1,-11,8,-1,102,1,,26,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-11,5,-4,97,0,1,1,1,1,0,4,0,1,2,0,-11,5,-4,97,0,,26,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,0.0,0,-11,5,-4,97,0,0,0,0,1,0,1,1,0,2,0,-11,5,-4,97,0,,26,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,0,-10,9,-8,92,1,1,1,1,1,1,5,1,1,3,0,-10,9,-8,92,1,,26,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,1,-13,3,-9,96,0,1,1,1,1,0,4,0,1,3,0,-10,9,-8,92,1,,26,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-11,8,-7,106,0,1,1,1,1,1,5,0,1,1,0,-11,8,-7,106,0,,27,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-11,0,-8,95,0,1,0,0,0,1,2,0,1,1,0,-11,8,-7,106,0,,27,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-11,1,-5,97,0,0,1,0,1,0,2,0,1,2,0,-11,1,-5,97,0,,27,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,0.0,0,-11,1,-5,97,0,1,1,1,1,1,5,1,0,2,0,-11,1,-5,97,0,,27,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-8,13,-6,102,1,0,0,0,1,0,1,0,0,3,0,-8,13,-6,102,1,,27,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-8,7,-9,100,1,0,1,1,0,0,2,1,1,3,0,-8,13,-6,102,1,,27,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-13,1,-8,105,0,0,1,1,1,0,3,0,1,1,0,-13,1,-8,105,0,,28,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,0,-11,7,-2,95,1,1,1,1,1,1,5,0,0,1,0,-13,1,-8,105,0,,28,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,0.0,0,-12,4,-4,102,0,0,1,0,1,0,2,1,0,2,0,-12,4,-4,102,0,,28,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-12,4,-4,102,0,0,1,1,1,1,4,0,1,2,0,-12,4,-4,102,0,,28,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,1,-12,10,-4,98,1,1,1,1,1,1,5,1,1,3,1,-12,10,-4,98,1,,28,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,0.0,0,-13,4,-11,100,0,1,1,1,1,1,5,1,0,3,1,-12,10,-4,98,1,,28,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-10,6,-7,106,0,1,1,1,1,1,5,0,1,1,0,-10,6,-7,106,0,,29,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-11,8,-1,100,1,0,0,0,1,1,2,1,1,1,0,-10,6,-7,106,0,,29,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-8,3,-2,100,1,1,1,1,1,0,4,1,1,2,0,-8,3,-2,100,1,,29,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-8,3,-2,100,1,0,1,0,1,0,2,1,1,2,0,-8,3,-2,100,1,,29,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,0,-9,6,0,96,1,1,1,1,0,0,3,1,1,3,0,-9,6,0,96,1,,29,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-9,0,-5,95,0,0,1,1,0,0,2,0,1,3,0,-9,6,0,96,1,,29,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-12,4,-8,97,0,1,1,1,1,1,5,0,1,1,0,-12,4,-8,97,0,,30,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,0,-8,4,-2,99,1,0,0,0,0,1,1,0,0,1,0,-12,4,-8,97,0,,30,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,0.0,-1,-8,7,-3,97,1,1,1,0,1,0,3,0,0,2,-1,-8,7,-3,97,1,,30,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,-1,-8,7,-3,97,1,0,1,0,1,0,2,1,1,2,-1,-8,7,-3,97,1,,30,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,-1,-7,6,-2,102,1,0,0,0,1,1,2,1,1,3,-1,-7,6,-2,102,1,,30,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-9,1,-6,98,0,0,1,1,0,0,2,0,1,3,-1,-7,6,-2,102,1,,30,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,0.0,0,-7,6,0,106,1,0,1,1,1,1,4,0,0,1,0,-7,6,0,106,1,,31,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,-1,-12,2,-3,96,0,1,1,1,0,1,4,1,0,1,0,-7,6,0,106,1,,31,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-13,5,-5,105,0,1,1,1,1,0,4,0,1,2,0,-13,5,-5,105,0,,31,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-13,5,-5,105,0,0,1,0,0,0,1,0,1,2,0,-13,5,-5,105,0,,31,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-11,6,-15,93,0,1,1,1,1,1,5,1,0,3,0,-11,6,-15,93,0,,31,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-7,8,0,96,1,1,1,1,1,0,4,1,1,3,0,-11,6,-15,93,0,,31,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,1,-11,6,0,99,1,1,1,1,1,1,5,1,1,1,1,-11,6,0,99,1,,32,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-7,3,-1,102,1,1,1,1,1,1,5,1,1,1,1,-11,6,0,99,1,,32,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-11,5,-6,106,0,1,1,1,1,0,4,0,1,2,0,-11,5,-6,106,0,,32,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-11,5,-6,106,0,0,1,0,0,0,1,0,1,2,0,-11,5,-6,106,0,,32,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,-1,-14,2,-9,94,0,1,1,1,1,1,5,0,1,3,-1,-14,2,-9,94,0,,32,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,1,-6,7,-1,97,1,1,1,1,1,1,5,1,1,3,-1,-14,2,-9,94,0,,32,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-9,2,-6,105,0,0,1,1,1,1,4,0,1,1,0,-9,2,-6,105,0,,33,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-10,10,0,100,1,0,0,0,1,1,2,1,1,1,0,-9,2,-6,105,0,,33,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-9,6,-6,94,1,0,1,0,1,0,2,1,1,2,0,-9,6,-6,94,1,,33,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-9,6,-6,94,1,0,1,0,0,0,1,1,1,2,0,-9,6,-6,94,1,,33,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,0,-9,8,0,101,1,1,1,1,1,1,5,1,1,3,0,-9,8,0,101,1,,33,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-9,12,0,95,1,1,1,1,1,0,4,1,1,3,0,-9,8,0,101,1,,33,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,-2,-12,4,-4,102,0,0,0,0,1,0,1,0,1,1,-2,-12,4,-4,102,0,,34,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-9,4,-7,98,1,0,0,1,1,1,3,1,1,1,-2,-12,4,-4,102,0,,34,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-15,4,-15,102,0,0,1,1,1,0,3,0,1,2,0,-15,4,-15,102,0,,34,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-15,4,-15,102,0,0,1,0,0,0,5,0,1,2,0,-15,4,-15,102,0,,34,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,1.0,-1,-10,4,-7,99,0,1,1,1,1,1,5,0,1,3,-1,-10,4,-7,99,0,,34,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-7,8,-4,94,1,0,1,1,0,0,2,1,1,3,-1,-10,4,-7,99,0,,34,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,-1,-12,3,-8,96,0,0,1,1,1,1,4,0,1,1,-1,-12,3,-8,96,0,,35,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,-1,-7,3,-8,94,0,0,0,1,1,1,3,0,1,1,-1,-12,3,-8,96,0,,35,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,0.0,0,-8,0,-3,92,0,1,1,1,1,0,5,1,0,2,0,-8,0,-3,92,0,,35,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,0.0,0,-8,0,-3,92,0,0,1,0,0,0,1,1,0,2,0,-8,0,-3,92,0,,35,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-10,8,-10,105,0,1,0,0,0,0,1,1,0,3,0,-10,8,-10,105,0,,35,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-9,3,0,100,0,0,1,1,0,0,2,0,1,3,0,-10,8,-10,105,0,,35,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-9,6,-5,99,1,0,1,1,1,1,4,1,1,1,0,-9,6,-5,99,1,,36,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,0.0,0,-10,4,-7,97,0,0,0,0,0,1,1,1,0,1,0,-9,6,-5,99,1,,36,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,1.0,0,-7,7,-8,94,1,1,0,0,0,0,1,1,1,2,0,-7,7,-8,94,1,,36,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,0.0,0,-7,7,-8,94,1,0,1,0,0,0,1,0,0,2,0,-7,7,-8,94,1,,36,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,1,-6,7,-1,96,1,0,0,1,0,0,1,0,0,3,1,-6,7,-1,96,1,,36,1jia4yj2,,,,,0
6,df1mz2c9,LAB10,0,260,260,Part2,Result,2023-06-05 17:04:42.334258,1,,,42.0,2,,1.0,0,-10,-3,-8,95,0,0,0,1,0,0,1,0,1,3,1,-6,7,-1,96,1,,36,1jia4yj2,,,,,0
1,h1ybzcse,LAB23,0,260,260,Part2,Result,2023-06-05 17:04:32.003908,1,,,35.0,1,,1.0,0,-11,8,-2,106,1,0,1,1,1,1,4,1,1,1,0,-11,8,-2,106,1,,37,1jia4yj2,,,,,0
2,ezx9jjc8,LAB18,0,260,260,Part2,Result,2023-06-05 17:04:34.369220,1,,,35.0,2,,1.0,0,-7,9,-2,105,1,0,1,1,1,1,4,1,1,1,0,-11,8,-2,106,1,,37,1jia4yj2,,,,,0
3,wqoj34fk,LAB21,0,260,260,Part2,Result,2023-06-05 17:04:34.780456,1,,,38.0,1,,0.0,0,-9,6,-8,101,1,0,1,1,1,0,3,0,0,2,0,-9,6,-8,101,1,,37,1jia4yj2,,,,,0
4,ckomyy0d,LAB08,0,260,260,Part2,Result,2023-06-05 17:04:40.601355,1,,,36.0,2,,1.0,0,-9,6,-8,101,1,0,1,0,1,0,2,1,1,2,0,-9,6,-8,101,1,,37,1jia4yj2,,,,,0
5,thcxnun5,LAB16,0,260,260,Part2,Result,2023-06-05 17:04:41.597158,1,,,26.0,1,,0.0,0,-10,8,-7,95,0,0,0,0,1,0,1,1,0,3,0,-10,8,-7,95,0,,37,1jia4yj2,,,,,0
